Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
ZY20779,Washington,4979.08,No,Basic,High School or Below,1/29/11,Unemployed,M,,Suburban,Single,71,17.0,57,0.0,5,Personal Auto,Personal L1,Offer2,Agent,340.8,Two-Door Car,Medsize,
BP28492,Arizona,4834.71,Yes,Basic,College,1/31/11,Employed,F,38713.0,Suburban,Divorced,66,31.0,69,4.0,6,Corporate Auto,Corporate L3,Offer2,Call Center,316.8,Four-Door Car,Medsize,A
AN67558,Nevada,3288.21,No,Basic,College,1/16/11,Unemployed,M,,Suburban,Single,102,16.0,1,1.0,1,Personal Auto,Personal L3,Offer1,Call Center,734.4,SUV,Large,
ZJ90079,Arizona,5525.47,No,Basic,College,2/1/11,Employed,F,64816.0,Suburban,Married,69,30.0,33,0.0,7,Corporate Auto,Corporate L2,Offer3,Agent,331.2,Four-Door Car,Small,
GS85403,Washington,9031.21,Yes,Extended,Master,2/23/11,Unemployed,F,,Suburban,Single,122,15.0,47,0.0,9,Corporate Auto,Corporate L2,Offer1,Branch,650.52,Sports Car,Medsize,A
SK95364,California,4620.39,No,Extended,College,2/26/11,Unemployed,F,,Suburban,Single,130,11.0,0,0.0,1,Personal Auto,Personal L2,Offer3,Agent,936.0,SUV,Medsize,A
UI80897,Washington,5552.6,No,Basic,High School or Below,2/27/11,Employed,M,50470.0,Suburban,Divorced,71,1.0,87,0.0,8,Corporate Auto,Corporate L2,Offer4,Call Center,377.5,Two-Door Car,Large,A
OJ65428,Nevada,3842.03,No,Premium,College,1/19/11,Disabled,M,27906.0,Suburban,Divorced,102,5.0,57,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,489.6,Four-Door Car,Medsize,
WP64059,California,5093.38,No,Basic,Bachelor,1/6/11,Employed,F,91814.0,Urban,Married,63,30.0,99,0.0,3,Personal Auto,Personal L1,Offer3,Call Center,167.04,Two-Door Car,Medsize,A
IP52990,Oregon,16794.31,No,Basic,High School or Below,2/24/11,Employed,F,38399.0,Urban,Married,106,12.0,6,0.0,2,Personal Auto,Personal L3,Offer2,Web,368.89,SUV,Medsize,A
VF36700,Oregon,24278.1,No,Extended,Master,2/26/11,Retired,F,20983.0,Urban,Single,97,10.0,52,1.0,2,Personal Auto,Personal L2,Offer1,Branch,451.75,Four-Door Car,Medsize,A
NR16284,California,7462.93,Yes,Extended,College,1/28/11,Employed,F,70263.0,Rural,Married,93,30.0,66,0.0,5,Personal Auto,Personal L3,Offer2,Call Center,7.35,Two-Door Car,Small,A
AB13432,California,3735.84,No,Basic,Bachelor,1/4/11,Unemployed,M,,Suburban,Single,110,3.0,16,0.0,1,Personal Auto,Personal L3,Offer1,Agent,792.0,SUV,Medsize,
XX53620,Oregon,2891.27,No,Basic,Bachelor,2/2/11,Employed,F,80590.0,Rural,Married,71,4.0,19,0.0,1,Corporate Auto,Corporate L3,Offer4,Branch,134.16,Four-Door Car,Small,A
AZ38648,Washington,11981.98,Yes,Basic,Master,1/20/11,Retired,F,21514.0,Urban,Married,62,0.0,59,0.0,2,Personal Auto,Personal L3,Offer1,Agent,257.25,Two-Door Car,Medsize,
HB24005,California,2347.05,No,Basic,College,2/2/11,Employed,M,31617.0,Urban,Single,62,17.0,29,1.0,1,Personal Auto,Personal L1,Offer1,Agent,244.27,,,A
AV76907,Oregon,4282.95,Yes,Basic,College,2/26/11,Employed,F,40864.0,Rural,Married,109,16.0,70,1.0,1,Personal Auto,Personal L3,Offer1,Agent,166.94,SUV,Medsize,
ER97256,Arizona,5380.9,Yes,Basic,College,2/24/11,Employed,F,55350.0,Suburban,Married,67,0.0,13,0.0,9,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,
CJ97736,Oregon,5828.18,No,Basic,College,2/16/11,Employed,F,31364.0,Suburban,Married,74,28.0,47,0.0,3,Personal Auto,Personal L3,Offer2,Web,461.27,Four-Door Car,Small,
AZ64856,California,5048.05,No,Extended,High School or Below,2/17/11,Employed,F,34452.0,Suburban,Married,126,2.0,51,0.0,1,Personal Auto,Personal L1,Offer4,Agent,604.8,SUV,Large,A
SA88518,Oregon,7737.27,No,Basic,College,1/19/11,Employed,F,50296.0,Rural,Married,65,26.0,62,1.0,2,Personal Auto,Personal L2,Offer1,Call Center,46.8,Two-Door Car,Medsize,A
ED61615,California,7950.18,No,Basic,High School or Below,1/21/11,Employed,M,26189.0,Suburban,Single,69,6.0,42,0.0,2,Personal Auto,Personal L2,Offer3,Agent,331.2,Four-Door Car,Small,
JG35886,,4111.89,,Premium,College,1/21/11,Employed,F,65085.0,Urban,Married,103,20.0,55,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,480.07,Four-Door Car,Medsize,A
MW48891,Washington,8007.4,Yes,Basic,High School or Below,1/2/11,Unemployed,F,,Suburban,Divorced,112,12.0,93,0.0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Medsize,A
DB26077,Arizona,4873.44,No,Extended,High School or Below,1/5/11,Retired,F,18866.0,Suburban,Married,126,4.0,62,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,604.8,SUV,Medsize,
RL31641,Oregon,2252.42,No,Basic,College,1/29/11,Unemployed,F,,Suburban,Single,65,13.0,84,0.0,1,Personal Auto,Personal L3,Offer3,Web,468.0,Two-Door Car,Medsize,
KX55910,Oregon,4957.03,No,Basic,College,1/15/11,Employed,F,62803.0,Suburban,Married,62,16.0,12,0.0,5,Personal Auto,Personal L3,Offer2,Web,400.96,Two-Door Car,Small,A
PJ86059,Oregon,2655.86,No,Basic,High School or Below,1/4/11,Employed,F,83460.0,Suburban,Divorced,66,20.0,18,0.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,443.45,Four-Door Car,Medsize,
QB47024,Washington,5898.73,No,Extended,Bachelor,2/17/11,Employed,F,53998.0,Suburban,Divorced,78,5.0,38,5.0,8,Personal Auto,Personal L3,Offer1,Call Center,414.52,Four-Door Car,Medsize,A
LG64797,California,17723.76,No,Extended,College,2/18/11,Employed,F,25771.0,Suburban,Married,222,21.0,58,0.0,4,Personal Auto,Personal L1,Offer1,Branch,1253.98,Luxury SUV,Medsize,
TP34946,California,5108.04,No,Basic,College,1/9/11,Disabled,M,26784.0,Suburban,Married,67,14.0,82,0.0,8,Corporate Auto,Corporate L3,Offer3,Branch,482.4,,,
OO63074,California,4517.91,No,Basic,Bachelor,2/9/11,Medical Leave,F,25261.0,Suburban,Married,118,31.0,9,0.0,1,Personal Auto,Personal L3,Offer4,Branch,566.4,SUV,Medsize,
JL70559,Arizona,5310.86,No,Basic,College,2/2/11,Unemployed,F,,Suburban,Married,72,17.0,11,1.0,3,Personal Auto,Personal L1,Offer1,Branch,345.6,Four-Door Car,Small,A
TW73441,Nevada,2773.46,No,Basic,High School or Below,1/26/11,Employed,F,73478.0,Urban,Married,68,2.0,38,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,241.89,Four-Door Car,Medsize,A
PZ47901,Arizona,5504.14,Yes,Basic,Bachelor,2/8/11,Unemployed,F,,Suburban,Married,73,18.0,45,0.0,5,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Four-Door Car,Medsize,A
FV22585,,6960.92,,Extended,College,2/4/11,Employed,M,74487.0,Rural,Divorced,88,8.0,86,0.0,3,Personal Auto,Personal L1,Offer1,Call Center,16.71,Four-Door Car,Medsize,
AU23837,,5010.38,,Basic,Bachelor,1/19/11,Employed,F,64014.0,Urban,Single,63,,27,,7,Corporate Auto,Corporate L3,Offer1,Agent,295.87,Four-Door Car,Large,A
YN39714,Oregon,8488.56,No,Basic,High School or Below,1/4/11,Employed,F,80213.0,Suburban,Married,70,12.0,17,0.0,2,Personal Auto,Personal L3,Offer1,Branch,440.27,Two-Door Car,Medsize,
HX74855,Washington,2471.53,Yes,Basic,High School or Below,1/15/11,Employed,M,95697.0,Rural,Married,61,16.0,55,0.0,1,Personal Auto,Personal L3,Offer2,Agent,114.27,Two-Door Car,Medsize,A
ME44353,Oregon,5876.05,No,Basic,College,2/9/11,Employed,F,32848.0,Urban,Married,74,,59,,5,Personal Auto,Personal L2,Offer3,Call Center,250.45,Four-Door Car,Medsize,
CV40610,California,12313.16,No,Premium,College,1/17/11,Unemployed,M,,Suburban,Single,116,7.0,57,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,835.2,Two-Door Car,Medsize,A
MV69686,Oregon,3982.18,No,Extended,Doctor,1/3/11,Employed,F,38500.0,Urban,Married,99,26.0,49,1.0,1,Corporate Auto,Corporate L2,Offer1,Agent,423.29,Four-Door Car,Large,A
IB67546,California,8237.04,No,Basic,Bachelor,1/17/11,Medical Leave,F,23940.0,Suburban,Married,107,13.0,34,0.0,7,Personal Auto,Personal L3,Offer1,Call Center,513.6,SUV,Small,A
AV93209,California,12487.58,No,Premium,High School or Below,1/11/11,Employed,F,31283.0,Suburban,Married,104,,3,,2,Personal Auto,Personal L3,Offer1,Agent,499.2,Four-Door Car,Medsize,
OZ41737,Oregon,5366.78,No,Basic,Doctor,2/22/11,Unemployed,F,,Urban,Married,70,5.0,29,0.0,4,Personal Auto,Personal L2,Offer1,Agent,223.17,Four-Door Car,Large,
QQ39596,Arizona,2517.53,No,Basic,College,2/26/11,Unemployed,F,,Rural,Married,69,,71,,1,Personal Auto,Personal L3,Offer2,Call Center,42.1,Four-Door Car,Medsize,
DQ19343,California,5583.07,No,Basic,High School or Below,2/22/11,Employed,F,57925.0,Urban,Single,72,33.0,13,1.0,3,Corporate Auto,Corporate L2,Offer1,Agent,204.62,Two-Door Car,Medsize,
IG89777,California,7356.56,No,Extended,High School or Below,1/9/11,Employed,M,81145.0,Urban,Married,92,34.0,92,0.0,8,Corporate Auto,Corporate L2,Offer2,Call Center,321.06,Two-Door Car,Large,A
SH48087,California,10144.31,No,Extended,College,1/29/11,Medical Leave,F,27231.0,Suburban,Married,88,0.0,7,0.0,2,Personal Auto,Personal L2,Offer1,Branch,422.4,Four-Door Car,Medsize,
FL82372,Oregon,8672.19,No,Basic,College,1/26/11,Employed,F,22547.0,Suburban,Divorced,112,7.0,60,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,537.6,SUV,Medsize,A
WJ57919,California,2674.73,Yes,Basic,College,2/15/11,Employed,M,56342.0,Suburban,Single,69,12.0,89,0.0,1,Special Auto,Special L3,Offer2,Call Center,331.2,Four-Door Car,Small,
CI60365,California,34611.38,Yes,Basic,High School or Below,1/14/11,Employed,F,20090.0,Suburban,Married,109,10.0,59,0.0,2,Special Auto,Special L3,Offer2,Agent,523.2,Sports Car,Medsize,
DR84620,California,8071.33,No,Basic,Bachelor,2/7/11,Employed,M,72149.0,Rural,Married,101,18.0,43,0.0,6,Personal Auto,Personal L2,Offer2,Call Center,69.31,SUV,Medsize,A
BG42047,Nevada,2511.94,No,Basic,College,1/15/11,Medical Leave,M,17658.0,Suburban,Married,65,10.0,44,0.0,1,Personal Auto,Personal L3,Offer3,Web,312.0,,,A
AF41118,California,7255.71,No,Extended,College,1/5/11,Medical Leave,M,10710.0,Suburban,Married,94,12.0,33,0.0,7,Personal Auto,Personal L2,Offer1,Branch,451.2,Two-Door Car,Small,
QQ25666,Arizona,14510.75,No,Basic,High School or Below,1/25/11,Employed,M,60120.0,Urban,Married,182,30.0,21,0.0,6,Personal Auto,Personal L3,Offer2,Branch,716.47,Luxury Car,Medsize,A
OK31456,California,11009.13,Yes,Premium,Bachelor,1/24/11,Employed,F,51643.0,Suburban,Single,283,16.0,43,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,1358.4,Luxury Car,Medsize,
VZ18907,,21991.62,,Basic,College,1/12/11,Employed,F,80807.0,Rural,Married,109,1.0,73,0.0,2,Personal Auto,Personal L3,Offer2,Branch,132.14,SUV,Large,
YU79270,Arizona,4633.34,No,Basic,College,1/15/11,Medical Leave,M,27132.0,Suburban,Single,63,32.0,59,1.0,4,Personal Auto,Personal L1,Offer1,Branch,302.4,Four-Door Car,Medsize,A
WK18603,California,5272.52,No,Basic,Doctor,2/18/11,Employed,M,85607.0,Rural,Single,66,26.0,1,0.0,3,Personal Auto,Personal L2,Offer2,Agent,67.65,Four-Door Car,Medsize,
JK90180,Arizona,4340.09,No,Basic,College,1/6/11,Unemployed,M,,Suburban,Single,62,22.0,39,0.0,6,Personal Auto,Personal L2,Offer3,Branch,446.4,Four-Door Car,Medsize,
KC22636,California,5488.93,No,Basic,High School or Below,2/17/11,Employed,F,33881.0,Rural,Married,68,11.0,83,0.0,9,Personal Auto,Personal L3,Offer2,Web,65.66,Four-Door Car,Large,A
SO43919,California,14228.23,No,Extended,Bachelor,1/16/11,Employed,M,31650.0,Suburban,Married,121,25.0,17,0.0,2,Personal Auto,Personal L3,Offer1,Branch,580.8,SUV,Medsize,A
NE29938,California,12840.43,No,Extended,College,2/3/11,Unemployed,F,,Suburban,Single,90,1.0,94,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,648.0,Two-Door Car,Large,
WW30771,Arizona,2673.32,No,Basic,Master,2/13/11,Employed,M,28728.0,Suburban,Married,67,8.0,10,0.0,1,Personal Auto,Personal L3,Offer4,Branch,321.6,Four-Door Car,Small,A
BL29046,Oregon,5332.46,Yes,Basic,Doctor,2/22/11,Employed,F,68931.0,Urban,Married,66,32.0,30,0.0,7,Corporate Auto,Corporate L2,Offer2,Branch,309.58,Four-Door Car,Medsize,A
LN50325,Arizona,10064.61,No,Extended,High School or Below,2/3/11,Employed,F,20440.0,Suburban,Married,128,11.0,54,2.0,9,Corporate Auto,Corporate L3,Offer3,Branch,614.4,Sports Car,Medsize,A
TL43709,Washington,8972.14,No,Basic,Bachelor,1/27/11,Employed,M,89689.0,Rural,Divorced,74,,4,,2,Personal Auto,Personal L3,Offer1,Branch,136.83,Four-Door Car,Large,A
VQ65197,California,8197.2,No,Basic,College,1/6/11,Unemployed,F,,Suburban,Married,110,27.0,87,0.0,3,Personal Auto,Personal L3,Offer2,Agent,528.0,SUV,Medsize,
VQ97965,Oregon,3514.21,No,Extended,Bachelor,2/23/11,Employed,F,73643.0,Rural,Single,89,2.0,2,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,147.49,Four-Door Car,Medsize,
SZ70655,California,4293.01,No,Basic,College,1/31/11,Unemployed,F,,Suburban,Single,61,18.0,15,0.0,8,Corporate Auto,Corporate L3,Offer1,Agent,292.8,Two-Door Car,Large,A
QP69826,Arizona,3567.5,Yes,Basic,Bachelor,1/7/11,Unemployed,M,,Suburban,Married,102,28.0,11,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,660.43,SUV,Medsize,A
YZ19736,Arizona,2580.85,Yes,Basic,College,2/9/11,Employed,M,46900.0,Suburban,Married,66,13.0,59,0.0,1,Personal Auto,Personal L2,Offer2,Web,316.8,,,A
CP92616,Nevada,46805.22,No,Extended,High School or Below,2/25/11,Employed,M,83006.0,Urban,Married,235,8.0,61,1.0,2,Personal Auto,Personal L1,Offer3,Agent,1065.05,Luxury SUV,Small,
NX37589,Washington,2666.98,No,Basic,Bachelor,2/8/11,Employed,F,79251.0,Suburban,Married,67,10.0,32,1.0,1,Personal Auto,Personal L3,Offer2,Web,321.6,Four-Door Car,Medsize,
UT21323,California,13057.01,No,Basic,College,2/13/11,Unemployed,M,,Suburban,Single,190,9.0,67,0.0,7,Personal Auto,Personal L3,Offer3,Branch,1833.18,Luxury SUV,Small,
CM78608,California,5823.16,No,Basic,High School or Below,1/31/11,Employed,F,88359.0,Rural,Divorced,73,1.0,49,0.0,9,Personal Auto,Personal L3,Offer2,Call Center,35.92,Two-Door Car,Medsize,A
GU41198,California,9536.34,No,Extended,Bachelor,1/7/11,Employed,F,62421.0,Suburban,Divorced,80,22.0,50,2.0,2,Corporate Auto,Corporate L3,Offer1,Call Center,384.0,Four-Door Car,Medsize,
YB42706,Nevada,8107.27,No,Extended,College,1/23/11,Unemployed,M,,Suburban,Married,76,0.0,91,0.0,2,Corporate Auto,Corporate L1,Offer3,Branch,364.8,Two-Door Car,Small,
UX91266,California,3484.14,No,Extended,Bachelor,1/10/11,Employed,M,34307.0,Rural,Divorced,92,33.0,62,2.0,1,Personal Auto,Personal L3,Offer1,Call Center,186.03,Four-Door Car,Medsize,A
WO53546,Oregon,34039.06,No,Basic,College,1/28/11,Unemployed,M,,Suburban,Divorced,104,26.0,66,0.0,2,Personal Auto,Personal L3,Offer2,Agent,499.2,Sports Car,Medsize,A
ZX85480,Washington,7995.44,No,Basic,High School or Below,1/2/11,Employed,F,66685.0,Rural,Married,67,35.0,50,2.0,2,Personal Auto,Personal L2,Offer2,Call Center,38.76,Two-Door Car,Large,A
NS57426,Arizona,11611.95,No,Extended,Bachelor,2/11/11,Employed,M,28915.0,Suburban,Single,76,10.0,49,0.0,2,Personal Auto,Personal L3,Offer4,Web,364.8,Four-Door Car,Medsize,
QJ22057,Nevada,4454.1,No,Basic,College,2/22/11,Unemployed,F,,Suburban,Single,68,5.0,72,1.0,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Large,A
FZ79470,Arizona,5395.35,No,Basic,Bachelor,2/24/11,Unemployed,F,,Suburban,Married,74,13.0,30,0.0,4,Personal Auto,Personal L2,Offer3,Web,355.2,Four-Door Car,Medsize,A
EM29019,Arizona,8447.89,No,Basic,Bachelor,2/18/11,Employed,F,61337.0,Rural,Married,105,35.0,46,0.0,9,Personal Auto,Personal L2,Offer1,Call Center,2.54,SUV,Medsize,
VE64781,Arizona,2927.07,No,Basic,Bachelor,2/14/11,Employed,F,75685.0,Suburban,Married,73,35.0,47,0.0,1,Personal Auto,Personal L3,Offer2,Agent,369.92,Four-Door Car,Small,A
ZS94723,Arizona,2960.03,No,Extended,High School or Below,2/5/11,Unemployed,F,,Suburban,Single,82,0.0,28,0.0,1,Personal Auto,Personal L2,Offer1,Agent,590.4,Four-Door Car,Medsize,
UB51030,Washington,6582.45,No,Basic,High School or Below,2/15/11,Unemployed,F,,Suburban,Single,62,3.0,44,0.0,2,Special Auto,Special L3,Offer1,Agent,297.6,Four-Door Car,Medsize,A
IN65727,Washington,2693.53,No,Basic,Master,1/15/11,Employed,F,63684.0,Suburban,Single,68,,87,,1,Personal Auto,Personal L3,Offer2,Agent,343.89,Two-Door Car,Medsize,
IE36279,California,2844.85,No,Basic,Bachelor,2/6/11,Employed,M,80306.0,Suburban,Divorced,71,11.0,12,0.0,1,Corporate Auto,Corporate L1,Offer3,Call Center,340.8,Two-Door Car,Medsize,A
KL65897,California,6331.34,No,Extended,Bachelor,2/21/11,Unemployed,F,,Rural,Married,87,3.0,82,0.0,3,Personal Auto,Personal L2,Offer1,Branch,94.71,,,A
BT20606,Arizona,5837.53,No,Basic,Doctor,1/10/11,Employed,M,83308.0,Suburban,Married,73,,81,,7,Personal Auto,Personal L2,Offer3,Agent,419.47,Four-Door Car,Medsize,A
VK57280,,4727.35,,Basic,Bachelor,1/3/11,Unemployed,M,,Suburban,Single,72,23.0,7,0.0,3,Personal Auto,Personal L2,Offer2,Call Center,345.6,Four-Door Car,Medsize,
BW80872,Washington,4434.41,No,Premium,High School or Below,1/13/11,Employed,M,34549.0,Rural,Married,111,8.0,78,0.0,1,Personal Auto,Personal L2,Offer2,Web,125.93,Four-Door Car,Medsize,A
XQ51968,California,5568.95,Yes,Extended,High School or Below,1/1/11,Unemployed,M,,Suburban,Single,79,21.0,53,1.0,7,Corporate Auto,Corporate L3,Offer1,Agent,407.44,Two-Door Car,Medsize,
EP29567,Washington,7031.46,No,Extended,Master,1/24/11,Retired,M,16224.0,Suburban,Married,93,13.0,55,0.0,9,Corporate Auto,Corporate L1,Offer3,Web,498.45,Four-Door Car,Medsize,A
AX70794,California,2449.32,No,Basic,High School or Below,2/4/11,Employed,M,47122.0,Suburban,Single,62,6.0,77,0.0,1,Personal Auto,Personal L2,Offer2,Branch,297.6,Two-Door Car,Medsize,A
NJ46849,Arizona,2504.44,No,Basic,College,1/9/11,Unemployed,M,,Suburban,Single,69,23.0,15,0.0,1,Personal Auto,Personal L2,Offer2,Branch,496.8,Four-Door Car,Medsize,A
WH20102,California,9095.05,Yes,Basic,College,1/11/11,Employed,M,37937.0,Suburban,Married,116,11.0,42,0.0,5,Personal Auto,Personal L2,Offer2,Call Center,556.8,SUV,Medsize,A
QO86948,Nevada,8071.65,No,Basic,High School or Below,2/18/11,Unemployed,M,,Suburban,Single,112,3.0,84,0.0,7,Personal Auto,Personal L3,Offer1,Web,806.4,SUV,Small,A
DN14211,Oregon,15032.9,No,Basic,College,1/17/11,Medical Leave,M,17150.0,Suburban,Married,65,28.0,19,0.0,2,Personal Auto,Personal L2,Offer1,Agent,689.8,Two-Door Car,Medsize,A
GL66847,Arizona,8256.3,Yes,Basic,Bachelor,1/25/11,Employed,F,62902.0,Rural,Married,69,14.0,94,0.0,2,Personal Auto,Personal L3,Offer2,Web,159.38,Two-Door Car,Medsize,
YJ16163,Oregon,11009.13,Yes,Premium,Bachelor,1/24/11,Employed,F,51643.0,Suburban,Single,283,16.0,43,0.0,1,Special Auto,Special L3,Offer2,Agent,1358.4,Luxury Car,Medsize,A
QT27514,California,5318.9,Yes,Basic,Bachelor,1/12/11,Employed,F,25134.0,Suburban,Married,67,3.0,0,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small,
QF17381,Arizona,4733.51,No,Basic,Bachelor,1/6/11,Unemployed,F,,Suburban,Married,62,5.0,41,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,740.84,Four-Door Car,Small,
BL90769,California,33473.35,Yes,Basic,Bachelor,1/11/11,Employed,F,33190.0,Suburban,Divorced,106,18.0,95,0.0,2,Personal Auto,Personal L3,Offer1,Web,508.8,SUV,Medsize,
LH26563,Oregon,4550.86,No,Premium,High School or Below,2/8/11,Disabled,F,17913.0,Suburban,Married,116,0.0,39,0.0,1,Personal Auto,Personal L3,Offer3,Web,556.8,Four-Door Car,Small,A
WK24299,California,4772.94,Yes,Extended,High School or Below,2/18/11,Retired,M,20993.0,Suburban,Divorced,133,35.0,90,0.0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize,
MN74944,Arizona,6285.15,No,Extended,College,2/28/11,Employed,M,52210.0,Suburban,Married,80,6.0,74,0.0,9,Personal Auto,Personal L1,Offer1,Branch,384.0,Four-Door Car,Medsize,
LE65901,Oregon,4434.94,No,Basic,Bachelor,2/20/11,Employed,F,58082.0,Rural,Married,112,31.0,66,1.0,1,Personal Auto,Personal L3,Offer1,Call Center,103.02,SUV,Medsize,A
OO72857,Oregon,17254.04,No,Basic,Bachelor,1/14/11,Unemployed,M,,Suburban,Married,69,33.0,49,1.0,2,Personal Auto,Personal L1,Offer1,Agent,331.2,Four-Door Car,Medsize,
FP34904,Oregon,2915.61,No,Basic,College,1/8/11,Employed,M,86599.0,Suburban,Married,73,32.0,89,0.0,1,Corporate Auto,Corporate L1,Offer2,Web,350.4,Four-Door Car,Medsize,
MR60878,Oregon,15762.53,No,Basic,Bachelor,2/15/11,Employed,F,44362.0,Rural,Married,66,15.0,75,0.0,2,Corporate Auto,Corporate L3,Offer2,Call Center,142.11,Four-Door Car,Small,A
CY45848,Oregon,4273.59,No,Premium,Bachelor,1/30/11,Employed,F,82214.0,Rural,Married,106,11.0,19,1.0,1,Personal Auto,Personal L1,Offer3,Branch,239.14,Four-Door Car,Medsize,A
BC66921,Nevada,2816.57,No,Basic,High School or Below,2/16/11,Employed,F,41228.0,Suburban,Single,71,19.0,13,0.0,1,Personal Auto,Personal L3,Offer1,Branch,340.8,Four-Door Car,Small,
FM52759,Nevada,5548.03,Yes,Basic,Bachelor,1/13/11,Employed,M,67798.0,Suburban,Divorced,69,1.0,78,0.0,9,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize,
HH30454,Oregon,32654.84,No,Premium,Bachelor,2/23/11,Unemployed,M,,Suburban,Single,153,7.0,75,0.0,2,Personal Auto,Personal L3,Offer3,Branch,1101.6,SUV,Medsize,A
EA52579,,7687.3,,Basic,Bachelor,2/26/11,Unemployed,F,,Suburban,Divorced,109,0.0,5,0.0,3,Personal Auto,Personal L1,Offer3,Call Center,523.2,SUV,Medsize,
XS94482,Arizona,4151.67,No,Basic,Master,2/17/11,Unemployed,F,,Urban,Single,61,,71,,9,Personal Auto,Personal L2,Offer1,Web,208.89,Two-Door Car,Medsize,
NI18835,California,2927.73,No,Basic,Bachelor,2/15/11,Employed,M,51991.0,Rural,Married,73,4.0,95,0.0,1,Personal Auto,Personal L3,Offer2,Web,124.38,Four-Door Car,Medsize,A
RS66246,California,2943.05,No,Extended,High School or Below,1/18/11,Unemployed,F,,Suburban,Single,81,,23,,1,Personal Auto,Personal L3,Offer4,Branch,388.8,Two-Door Car,Large,A
YP41539,Oregon,5320.08,No,Basic,High School or Below,2/25/11,Employed,F,88669.0,Urban,Married,66,9.0,18,1.0,4,Personal Auto,Personal L2,Offer1,Call Center,213.57,Four-Door Car,Medsize,
RB63074,Oregon,4858.07,No,Basic,High School or Below,1/3/11,Unemployed,M,,Suburban,Single,67,,79,,3,Personal Auto,Personal L1,Offer2,Branch,482.4,Four-Door Car,Medsize,
NL75739,Arizona,7590.05,No,Basic,High School or Below,1/2/11,Disabled,M,10375.0,Suburban,Married,66,10.0,95,0.0,2,Personal Auto,Personal L3,Offer1,Branch,316.8,Two-Door Car,Medsize,A
RF94484,Oregon,4605.04,Yes,Basic,College,1/28/11,Medical Leave,F,22571.0,Suburban,Single,63,29.0,51,0.0,9,Corporate Auto,Corporate L3,Offer2,Web,302.4,Four-Door Car,Large,A
JA24437,California,7555.83,No,Premium,College,2/25/11,Unemployed,M,,Suburban,Single,114,,50,,3,Personal Auto,Personal L3,Offer1,Branch,820.8,Four-Door Car,Medsize,A
